student_id,gender,age,attendance,study_hours,assignment_score,internal_marks,previous_marks,backlogs,extracurricular,final_result
HIS0860,Male,17,49,1.2,40,34,45,3,Yes,At Risk
HIS0861,Female,19,53,1.6,45,42,43,5,No,At Risk
HIS0862,Female,23,32,1.1,31,33,42,3,Yes,At Risk
HIS0863,Male,18,76,4.1,75,66,72,0,No,Good
HIS0864,Female,22,51,2.8,51,60,40,3,Yes,At Risk
HIS0865,Female,20,83,4.5,88,75,65,0,Yes,Excellent
HIS0866,Female,21,32,1.3,36,43,35,5,No,At Risk
HIS0867,Female,22,73,4.3,57,58,70,2,No,Average
HIS0868,Female,21,87,5.4,70,75,80,0,Yes,Excellent
HIS0869,Female,18,59,2.5,45,45,51,1,Yes,Poor
HIS0870,Female,23,33,1.2,36,35,36,2,Yes,At Risk
HIS0871,Male,20,64,2.3,59,43,60,1,Yes,Poor
HIS0872,Male,19,93,5.2,85,92,95,0,Yes,Excellent
HIS0873,Female,21,86,5.3,85,97,99,0,No,Excellent
HIS0874,Male,19,60,1.7,50,50,47,2,No,Poor
HIS0875,Female,22,63,2.0,67,59,50,2,Yes,Poor
HIS0876,Female,17,86,4.9,85,86,78,0,Yes,Excellent
HIS0877,Male,19,61,4.9,65,69,57,2,No,Average
HIS0878,Male,18,65,3.0,43,52,49,3,Yes,At Risk
HIS0879,Male,18,52,1.6,57,54,45,2,Yes,Poor
HIS0880,Female,23,80,5.5,72,73,78,0,Yes,Excellent
HIS0881,Female,23,67,4.2,70,58,71,0,No,Good
HIS0882,Female,17,77,5.3,82,82,85,1,Yes,Good
HIS0883,Female,18,62,2.3,65,73,56,2,Yes,Average
HIS0884,Female,19,72,3.7,55,64,51,2,Yes,Average
HIS0885,Female,19,64,3.6,74,73,57,0,No,Average
HIS0886,Male,21,84,5.7,85,84,69,1,Yes,Excellent
HIS0887,Male,20,69,3.5,58,63,72,2,No,Average
HIS0888,Male,23,72,2.2,65,59,72,0,Yes,Average
HIS0889,Female,19,62,1.6,45,40,57,2,No,Poor
HIS0890,Male,19,62,1.1,49,49,46,3,No,At Risk
HIS0891,Female,19,55,0.6,39,44,50,3,Yes,At Risk
HIS0892,Male,20,81,4.4,76,90,65,1,Yes,Excellent
HIS0893,Female,21,55,2.9,43,51,55,1,Yes,Poor
HIS0894,Female,19,54,2.3,52,47,41,1,Yes,Poor
HIS0895,Female,19,35,1.5,42,32,44,5,No,At Risk
HIS0896,Female,19,88,5.3,88,100,100,0,Yes,Excellent
HIS0897,Male,22,90,6.2,98,94,98,0,Yes,Excellent
HIS0898,Male,23,35,1.1,30,42,47,5,Yes,At Risk
HIS0899,Male,18,78,4.4,89,75,65,1,No,Good
HIS0900,Female,19,36,1.5,32,47,38,2,Yes,At Risk
HIS0901,Female,18,35,1.1,30,37,39,2,No,At Risk
HIS0902,Male,18,45,1.5,46,41,49,3,Yes,At Risk
HIS0903,Male,22,91,5.4,91,89,99,0,No,Excellent
HIS0904,Male,19,43,0.6,38,38,42,3,No,At Risk
HIS0905,Male,20,54,2.1,42,60,48,3,Yes,At Risk
HIS0906,Male,21,85,6.0,83,82,65,0,Yes,Excellent
HIS0907,Female,17,98,5.2,87,96,90,0,Yes,Excellent
HIS0908,Female,21,97,7.9,92,97,83,0,Yes,Excellent
HIS0909,Male,19,53,2.1,58,49,57,2,Yes,At Risk
HIS0910,Male,19,55,1.7,57,57,59,2,No,Poor
HIS0911,Female,22,89,7.0,89,97,98,0,Yes,Excellent
HIS0912,Female,21,88,5.4,75,84,76,1,No,Excellent
HIS0913,Male,17,84,5.3,72,79,78,1,Yes,Excellent
HIS0914,Female,22,77,4.3,71,72,88,1,No,Good
HIS0915,Male,23,53,0.7,45,46,47,2,No,At Risk
HIS0916,Male,18,98,7.1,96,92,96,0,No,Excellent
HIS0917,Female,17,96,7.5,96,86,93,0,No,Excellent
HIS0918,Male,17,67,4.5,58,64,59,1,No,Average
HIS0919,Female,17,42,0.8,39,50,46,2,No,At Risk
HIS0920,Male,20,60,3.8,65,64,61,0,Yes,Average
HIS0921,Male,20,60,2.3,70,61,52,2,Yes,Poor
HIS0922,Female,20,89,7.3,93,92,95,0,No,Excellent
HIS0923,Male,19,83,4.2,84,84,70,0,No,Excellent
HIS0924,Male,22,78,4.4,71,74,77,1,No,Good
HIS0925,Male,19,90,5.9,78,73,78,1,No,Excellent
HIS0926,Male,23,62,1.3,43,40,44,1,No,Poor
HIS0927,Female,19,76,5.4,80,83,84,0,No,Excellent
HIS0928,Female,23,52,2.5,47,59,44,3,Yes,At Risk
HIS0929,Male,18,93,8.0,92,98,86,0,Yes,Excellent
HIS0930,Male,18,50,1.5,37,33,34,5,Yes,At Risk
HIS0931,Male,18,50,2.2,42,41,52,2,No,Poor
HIS0932,Female,19,73,3.4,71,68,70,0,No,Average
HIS0933,Male,22,71,4.1,62,65,51,0,Yes,Average
HIS0934,Female,19,66,2.9,63,74,53,1,Yes,Average
HIS0935,Female,22,69,2.3,55,72,74,0,No,Average
HIS0936,Male,18,46,1.4,37,50,38,3,No,At Risk
HIS0937,Female,19,33,0.6,50,36,36,5,Yes,At Risk
HIS0938,Female,23,56,2.1,44,41,44,1,No,Poor
HIS0939,Female,21,41,1.8,44,50,33,5,Yes,At Risk
HIS0940,Male,23,55,0.5,49,38,34,4,Yes,At Risk
HIS0941,Female,21,87,5.0,87,86,67,0,No,Excellent
HIS0942,Male,23,62,2.2,46,45,40,1,Yes,Poor
HIS0943,Male,18,44,1.3,46,38,39,3,No,At Risk
HIS0944,Female,23,76,5.1,79,71,85,0,No,Good
HIS0945,Male,22,92,8.0,91,88,80,0,No,Excellent
HIS0946,Male,23,38,1.6,43,49,39,4,Yes,At Risk
HIS0947,Female,23,67,4.2,63,60,58,0,Yes,Good
HIS0948,Female,18,47,0.8,44,37,40,4,Yes,At Risk
HIS0949,Male,20,57,2.5,53,51,44,2,Yes,Poor
HIS0950,Male,18,80,4.4,85,75,85,1,Yes,Good
HIS0951,Male,22,56,1.1,42,53,47,2,No,At Risk
HIS0952,Male,19,88,6.1,85,88,80,0,Yes,Excellent
HIS0953,Male,20,75,5.6,70,73,82,1,Yes,Good
HIS0954,Female,22,44,1.7,39,40,45,3,Yes,At Risk
HIS0955,Female,18,33,0.5,31,33,47,4,Yes,At Risk
HIS0956,Female,22,92,5.1,98,97,84,0,No,Excellent
HIS0957,Female,17,100,5.5,88,92,83,0,No,Excellent
HIS0958,Male,22,62,4.7,74,59,55,1,No,Good
HIS0959,Female,22,54,2.8,49,59,49,2,Yes,Poor
HIS0960,Male,20,68,4.4,57,55,54,2,Yes,Average
HIS0961,Male,19,65,2.6,43,58,53,3,No,At Risk
HIS0962,Female,18,80,5.5,81,80,80,1,No,Excellent
HIS0963,Male,21,87,4.8,85,87,82,1,Yes,Excellent
HIS0964,Female,18,57,2.4,47,51,40,1,Yes,Poor
HIS0965,Female,18,86,7.7,96,89,89,0,Yes,Excellent
HIS0966,Female,19,82,4.1,74,73,87,0,No,Good
HIS0967,Female,18,88,7.0,87,100,99,0,Yes,Excellent
HIS0968,Female,20,92,5.2,98,89,85,0,Yes,Excellent
HIS0969,Male,21,60,1.9,60,40,49,1,Yes,Poor
HIS0970,Female,18,80,4.0,83,84,82,1,No,Good
HIS0971,Female,18,62,3.6,59,61,62,2,Yes,Poor
HIS0972,Male,23,49,1.8,44,45,40,5,No,At Risk
HIS0973,Female,17,80,3.3,63,58,53,0,No,Good
HIS0974,Male,22,84,4.3,73,72,71,0,No,Good
HIS0975,Female,17,92,5.8,86,100,81,0,No,Excellent
HIS0976,Male,19,69,4.9,71,61,60,1,No,Average
HIS0977,Male,19,53,2.0,44,40,58,2,No,Poor
HIS0978,Male,23,79,5.4,72,90,67,0,Yes,Excellent
HIS0979,Female,18,85,4.9,74,80,74,1,No,Good
HIS0980,Female,21,77,5.9,88,90,80,0,Yes,Excellent
HIS0981,Female,19,100,5.3,95,90,89,0,Yes,Excellent
HIS0982,Male,17,87,5.5,99,93,95,0,No,Excellent
HIS0983,Female,19,45,0.6,39,42,43,3,No,At Risk
HIS0984,Male,18,98,6.5,93,86,99,0,Yes,Excellent
HIS0985,Male,19,94,6.1,97,87,87,0,No,Excellent
HIS0986,Female,18,64,2.3,54,43,42,1,Yes,Poor
HIS0987,Female,20,60,1.1,50,59,55,1,No,Poor
HIS0988,Female,23,89,7.8,89,91,90,0,No,Excellent
HIS0989,Male,17,65,1.4,46,40,53,2,No,Poor
HIS0990,Male,22,77,4.5,72,79,87,1,No,Good
HIS0991,Female,20,65,4.5,57,68,60,1,Yes,Average
HIS0992,Male,17,65,2.1,45,53,51,3,No,At Risk
HIS0993,Female,17,49,0.7,40,30,34,5,Yes,At Risk
HIS0994,Male,17,58,2.0,40,54,44,3,No,At Risk
HIS0995,Male,18,81,4.8,87,75,84,1,Yes,Good
HIS0996,Female,20,30,1.1,41,30,39,4,Yes,At Risk
HIS0997,Female,20,61,1.7,57,53,56,2,Yes,Poor
HIS0998,Female,22,65,3.7,60,72,63,1,No,Good
HIS0999,Male,21,79,4.8,58,57,75,0,Yes,Good
HIS1000,Male,22,53,2.0,59,57,43,3,No,Poor
HIS1001,Male,19,73,2.6,69,72,62,0,Yes,Good
HIS1002,Female,19,63,2.8,60,52,40,2,Yes,Poor
HIS1003,Male,18,69,4.5,68,62,50,1,Yes,Average
HIS1004,Female,18,76,4.5,74,65,60,0,No,Good
HIS1005,Female,19,50,1.1,31,48,43,3,No,At Risk
HIS1006,Female,23,35,1.2,33,34,46,2,No,At Risk
HIS1007,Male,17,35,1.9,36,32,32,2,No,At Risk
HIS1008,Female,18,52,1.3,32,48,42,2,Yes,At Risk
HIS1009,Male,19,82,4.6,87,77,88,1,No,Excellent
HIS1010,Female,19,89,6.9,88,88,94,0,Yes,Excellent
HIS1011,Female,17,77,4.2,81,76,77,0,No,Good
HIS1012,Male,19,52,1.4,53,52,50,3,No,At Risk
HIS1013,Male,18,90,7.0,86,88,90,0,No,Excellent
HIS1014,Male,18,53,0.9,33,36,49,2,Yes,At Risk
HIS1015,Female,19,63,4.7,55,65,54,0,Yes,Average
HIS1016,Female,21,56,2.9,51,57,60,2,No,Poor
HIS1017,Male,22,56,1.5,46,48,52,1,No,Poor
HIS1018,Female,20,63,2.8,53,59,48,2,Yes,Poor
HIS1019,Female,21,86,4.7,90,72,79,0,Yes,Excellent
HIS1020,Male,23,59,2.2,60,56,51,2,Yes,Poor
HIS1021,Male,23,73,4.4,66,62,52,0,No,Good
HIS1022,Male,20,63,2.0,55,65,56,1,No,Poor
HIS1023,Female,22,79,2.6,61,58,67,1,Yes,Average
HIS1024,Female,20,60,2.6,46,46,41,2,No,At Risk
HIS1025,Male,20,88,6.4,95,97,87,0,No,Excellent
HIS1026,Male,17,64,4.5,67,56,67,2,Yes,Average
HIS1027,Male,21,53,2.7,53,49,48,2,No,Poor
HIS1028,Male,23,75,3.8,67,64,72,1,No,Good
HIS1029,Female,18,79,2.3,62,56,50,0,Yes,Average
HIS1030,Male,17,77,4.4,81,87,65,0,No,Good
HIS1031,Female,17,62,2.8,74,67,58,2,Yes,Poor
HIS1032,Male,21,85,5.7,88,83,85,1,Yes,Excellent
HIS1033,Male,19,65,3.0,50,55,47,1,No,Poor
HIS1034,Male,22,37,1.5,36,32,32,5,Yes,At Risk
HIS1035,Female,23,89,5.6,76,85,68,1,Yes,Excellent
HIS1036,Female,23,74,4.0,71,58,54,0,No,Good
HIS1037,Female,23,46,0.8,42,36,32,4,No,At Risk
HIS1038,Male,19,50,0.7,44,33,33,3,Yes,At Risk
HIS1039,Female,18,100,7.0,99,96,88,0,Yes,Excellent
HIS1040,Male,17,87,5.0,86,80,66,1,No,Good
HIS1041,Female,21,63,1.4,46,52,45,3,No,At Risk
HIS1042,Male,21,53,2.4,60,47,43,1,Yes,Poor
HIS1043,Female,17,67,2.2,58,63,57,2,No,Poor
HIS1044,Male,18,83,5.0,75,76,76,1,No,Good
HIS1045,Male,19,52,1.4,39,37,35,4,Yes,At Risk
HIS1046,Male,18,54,2.9,55,53,50,1,Yes,Poor
HIS1047,Male,21,96,7.9,85,100,87,0,Yes,Excellent
HIS1048,Female,20,67,3.6,60,59,74,0,Yes,Average
HIS1049,Female,19,61,3.0,48,55,48,2,No,Poor
HIS1050,Female,23,76,4.3,74,70,53,1,Yes,Average
HIS1051,Male,18,79,4.7,70,77,83,1,No,Good
HIS1052,Female,19,53,2.9,60,57,54,3,Yes,Poor
HIS1053,Male,20,63,2.9,48,49,46,1,No,Average
HIS1054,Female,21,61,1.6,40,55,44,2,Yes,Poor
HIS1055,Male,18,51,0.7,45,39,32,4,Yes,At Risk
HIS1056,Male,17,78,2.4,70,64,50,1,No,Average
HIS1057,Female,18,64,3.1,64,71,71,2,Yes,Average
HIS1058,Male,23,88,5.2,72,79,72,0,No,Excellent
HIS1059,Female,22,63,1.8,43,48,49,3,No,At Risk
HIS1060,Female,17,78,2.4,61,63,54,1,Yes,Average
HIS1061,Male,21,78,4.8,69,72,55,1,No,Good
HIS1062,Female,20,60,2.0,51,54,51,2,No,Poor
HIS1063,Female,18,85,7.9,98,87,84,0,Yes,Excellent
HIS1064,Male,20,47,1.8,39,31,42,3,No,At Risk
HIS1065,Male,23,44,1.8,32,31,38,2,No,At Risk
HIS1066,Male,21,78,3.4,65,56,53,2,Yes,Average
HIS1067,Female,21,54,1.4,60,44,49,3,No,At Risk
HIS1068,Male,20,78,4.1,74,89,68,0,Yes,Good
HIS1069,Female,23,99,6.2,88,94,92,0,Yes,Excellent
HIS1070,Male,23,51,1.2,49,33,43,3,Yes,At Risk
HIS1071,Male,21,80,5.0,87,76,80,1,No,Good
HIS1072,Male,17,61,2.3,52,52,43,2,No,Poor
HIS1073,Female,17,74,2.4,67,55,68,1,Yes,Average
HIS1074,Male,19,64,3.4,69,63,50,0,No,Average
HIS1075,Male,19,42,1.3,35,50,34,4,No,At Risk
HIS1076,Female,18,72,2.2,75,70,62,1,Yes,Average
HIS1077,Male,23,78,4.9,66,73,69,1,Yes,Good
HIS1078,Male,17,82,4.2,73,85,86,1,No,Good
HIS1079,Male,20,87,5.5,83,72,66,1,Yes,Good
HIS1080,Male,22,79,3.9,55,60,60,0,No,Good
HIS1081,Male,20,47,0.8,38,45,44,4,Yes,At Risk
HIS1082,Male,17,55,1.7,32,48,30,2,Yes,At Risk
HIS1083,Male,21,73,3.7,57,65,55,2,No,Average
HIS1084,Female,23,61,1.7,57,44,42,2,No,Poor
HIS1085,Female,17,87,5.4,94,88,83,0,Yes,Excellent
HIS1086,Female,17,84,5.8,78,82,87,1,Yes,Excellent
HIS1087,Male,21,48,0.9,46,49,46,4,No,At Risk
HIS1088,Male,19,100,7.8,93,85,81,0,No,Excellent
HIS1089,Male,19,89,5.6,95,86,87,0,Yes,Excellent
HIS1090,Male,20,98,6.8,87,100,84,0,Yes,Excellent
HIS1091,Male,23,37,1.5,43,45,39,3,Yes,At Risk
HIS1092,Male,20,87,5.4,70,87,80,0,No,Excellent
HIS1093,Female,17,54,1.2,43,59,51,2,Yes,At Risk
HIS1094,Male,17,82,4.2,70,77,78,0,Yes,Good
HIS1095,Male,21,89,6.3,94,86,90,0,Yes,Excellent
HIS1096,Female,23,65,2.3,42,42,48,3,Yes,At Risk
HIS1097,Male,17,89,5.4,81,87,74,0,No,Excellent
HIS1098,Male,19,73,4.1,74,70,58,0,Yes,Good
HIS1099,Male,20,36,0.7,34,31,37,5,No,At Risk
HIS1100,Female,20,93,5.8,97,94,82,0,No,Excellent
HIS1101,Female,21,97,6.2,86,92,86,0,Yes,Excellent
HIS1102,Male,23,94,5.1,96,85,99,0,No,Excellent
HIS1103,Female,23,95,7.2,98,98,81,0,No,Excellent
HIS1104,Male,18,44,1.1,48,46,38,3,No,At Risk
HIS1105,Female,17,93,7.4,93,87,87,0,No,Excellent
HIS1106,Female,23,38,1.0,38,50,49,2,Yes,At Risk
HIS1107,Female,22,65,3.3,55,69,50,1,Yes,Average
HIS1108,Male,19,36,1.1,48,32,38,4,Yes,At Risk
HIS1109,Male,18,68,4.6,59,62,70,0,Yes,Good
HIS1110,Female,17,86,5.6,99,95,81,0,Yes,Excellent
HIS1111,Female,17,77,4.2,74,62,61,0,Yes,Good
HIS1112,Female,19,32,0.9,40,48,41,5,Yes,At Risk
HIS1113,Male,18,75,4.7,81,80,78,1,No,Good
HIS1114,Female,18,61,2.9,59,73,50,0,Yes,Average
HIS1115,Female,21,51,2.3,44,52,60,1,Yes,Poor
HIS1116,Female,18,86,6.8,99,95,88,0,No,Excellent
HIS1117,Male,19,67,3.4,58,62,64,2,No,Average
HIS1118,Male,21,46,0.6,41,50,45,3,No,At Risk
HIS1119,Female,19,82,5.6,83,88,86,0,No,Excellent
HIS1120,Male,18,87,6.2,89,100,100,0,Yes,Excellent
HIS1121,Male,17,98,5.8,100,88,84,0,No,Excellent
HIS1122,Female,23,87,5.8,81,74,77,0,No,Excellent
HIS1123,Female,22,78,3.8,58,56,52,2,No,Average
HIS1124,Male,21,63,1.6,55,44,45,3,Yes,At Risk
HIS1125,Female,23,41,1.5,44,42,40,5,Yes,At Risk
HIS1126,Female,19,92,5.9,95,86,98,0,No,Excellent
HIS1127,Female,19,79,4.1,76,83,81,1,No,Good
HIS1128,Male,18,78,4.6,85,84,72,0,No,Excellent
HIS1129,Male,21,64,2.3,72,71,74,0,Yes,Good
HIS1130,Female,22,55,0.8,45,30,41,3,No,At Risk
HIS1131,Female,17,54,2.7,49,43,43,2,No,Poor
HIS1132,Female,18,83,5.5,73,81,90,0,Yes,Excellent
HIS1133,Male,22,40,0.9,50,46,32,4,Yes,At Risk
HIS1134,Female,23,40,0.8,47,50,31,2,Yes,At Risk
HIS1135,Male,22,81,4.5,74,85,70,1,No,Good
HIS1136,Female,22,91,5.0,87,100,97,0,Yes,Excellent
HIS1137,Male,19,79,3.1,73,62,70,1,No,Good
HIS1138,Male,18,84,5.3,85,90,77,1,No,Excellent
HIS1139,Female,19,94,6.3,99,95,87,0,Yes,Excellent
HIS1140,Female,19,96,7.1,89,100,95,0,Yes,Excellent
HIS1141,Female,20,36,1.8,43,31,47,4,No,At Risk
HIS1142,Male,19,64,1.9,48,41,48,2,Yes,Poor
HIS1143,Female,18,63,1.4,45,57,46,3,Yes,At Risk
HIS1144,Male,22,47,0.5,30,42,32,4,No,At Risk
HIS1145,Male,19,91,6.1,91,90,97,0,Yes,Excellent
HIS1146,Female,23,73,2.6,62,55,51,0,Yes,Average
HIS1147,Female,22,51,1.3,49,40,47,3,Yes,At Risk
HIS1148,Female,17,97,7.0,89,93,82,0,Yes,Excellent
HIS1149,Male,19,89,5.3,97,91,99,0,No,Excellent
HIS1150,Female,17,74,2.6,63,75,68,1,No,Average
HIS1151,Female,22,88,5.1,85,79,87,0,No,Excellent
HIS1152,Male,20,61,2.5,43,54,47,3,Yes,Poor
HIS1153,Male,18,75,3.7,75,64,60,0,Yes,Good
HIS1154,Female,19,57,1.2,52,59,55,3,Yes,At Risk
HIS1155,Female,22,59,2.5,44,41,50,3,No,At Risk
HIS1156,Male,17,90,5.1,80,90,72,1,No,Excellent
HIS1157,Male,20,52,1.8,40,45,56,3,Yes,At Risk
HIS1158,Female,20,86,7.7,100,90,100,0,Yes,Excellent
HIS1159,Male,18,94,5.4,94,93,96,0,No,Excellent
HIS1160,Female,18,76,4.1,74,66,66,2,No,Average
HIS1161,Female,17,64,2.5,70,55,60,1,Yes,Poor
HIS1162,Male,21,94,7.1,91,88,97,0,No,Excellent
HIS1163,Female,19,55,1.1,60,57,47,2,Yes,At Risk
HIS1164,Male,17,59,1.7,52,48,57,3,Yes,At Risk
HIS1165,Female,23,83,4.4,88,73,69,1,No,Good
HIS1166,Male,18,51,1.9,36,35,30,3,Yes,At Risk
HIS1167,Female,19,90,5.7,80,72,66,0,No,Excellent
HIS1168,Female,19,76,4.3,62,72,62,1,No,Good
HIS1169,Female,20,40,1.3,49,36,35,4,Yes,At Risk
HIS1170,Female,23,63,3.7,68,75,61,0,Yes,Good
HIS1171,Male,20,73,2.6,72,61,62,1,Yes,Average
HIS1172,Male,21,76,2.6,73,64,60,0,No,Average
HIS1173,Male,21,61,3.9,75,70,62,0,No,Good
HIS1174,Female,17,100,8.0,99,100,85,0,Yes,Excellent
HIS1175,Female,22,52,0.7,35,34,32,5,Yes,At Risk
HIS1176,Female,22,95,5.3,93,91,100,0,No,Excellent
HIS1177,Male,22,86,5.0,82,83,86,0,Yes,Excellent
HIS1178,Male,19,62,2.5,56,63,69,0,No,Average
HIS1179,Female,17,77,3.1,65,69,68,2,Yes,Average
HIS1180,Male,22,87,5.5,87,90,90,0,Yes,Excellent
HIS1181,Female,17,74,2.2,62,64,71,2,Yes,Poor
HIS1182,Female,18,59,1.4,44,58,50,2,Yes,At Risk
HIS1183,Female,19,84,4.5,84,78,67,1,No,Good
HIS1184,Male,22,44,1.7,35,31,48,5,Yes,At Risk
HIS1185,Male,19,61,2.3,49,46,50,3,No,At Risk
HIS1186,Female,21,89,4.5,73,86,86,0,No,Excellent
HIS1187,Female,23,71,3.7,73,56,60,2,Yes,Average
HIS1188,Female,18,90,6.3,95,95,100,0,Yes,Excellent
HIS1189,Female,23,55,2.5,54,59,54,3,No,Poor
HIS1190,Male,23,83,5.4,89,80,80,1,No,Good
HIS1191,Male,19,33,1.1,38,48,42,2,Yes,At Risk
HIS1192,Male,19,52,1.9,36,48,34,3,No,At Risk
HIS1193,Female,19,86,4.9,75,84,65,0,Yes,Good
HIS1194,Female,17,90,5.7,91,98,82,0,Yes,Excellent
HIS1195,Female,23,55,1.7,55,57,52,3,Yes,At Risk
HIS1196,Female,19,57,2.5,43,52,44,2,Yes,Poor
HIS1197,Male,23,62,2.1,51,55,58,1,Yes,Poor
HIS1198,Male,18,86,4.7,86,70,84,1,Yes,Excellent
HIS1199,Male,20,56,1.1,49,53,42,2,No,Poor
HIS1200,Female,22,84,4.6,85,71,73,1,Yes,Good
HIS1201,Female,18,33,1.2,32,41,33,5,Yes,At Risk
HIS1202,Female,20,46,1.1,44,30,45,5,No,At Risk
HIS1203,Female,17,80,2.3,69,71,61,1,No,Average
HIS1204,Female,18,88,5.1,82,72,69,0,No,Excellent
HIS1205,Male,23,49,1.6,44,43,31,5,No,At Risk
HIS1206,Female,23,64,1.7,59,51,48,2,No,Poor
HIS1207,Male,21,93,5.5,96,98,80,0,No,Excellent
HIS1208,Male,22,96,7.2,97,92,85,0,Yes,Excellent
HIS1209,Male,19,63,2.8,51,54,59,1,No,Poor
HIS1210,Female,20,61,2.4,75,58,62,2,Yes,Poor
HIS1211,Female,19,50,1.4,48,60,42,2,Yes,At Risk
HIS1212,Female,22,46,1.3,37,31,41,5,Yes,At Risk
HIS1213,Male,20,83,5.0,71,89,77,0,No,Excellent
HIS1214,Male,18,75,5.6,74,78,73,1,No,Good
HIS1215,Female,20,95,5.7,94,99,98,0,No,Excellent
HIS1216,Male,21,30,1.0,40,41,44,3,No,At Risk
HIS1217,Male,22,87,4.5,71,88,67,1,No,Good
HIS1218,Male,21,41,1.0,40,44,44,2,Yes,At Risk
HIS1219,Female,21,78,3.3,55,64,67,2,No,Average
HIS1220,Female,18,87,5.2,73,73,77,0,Yes,Good
HIS1221,Male,22,87,5.1,81,76,78,1,No,Excellent
HIS1222,Female,18,76,3.6,67,62,62,1,No,Average
HIS1223,Male,20,87,4.6,87,80,89,1,Yes,Excellent
HIS1224,Male,21,50,1.1,43,43,36,2,Yes,At Risk
HIS1225,Female,22,53,1.1,30,40,49,3,Yes,At Risk
HIS1226,Male,20,96,5.1,97,91,85,0,No,Excellent
HIS1227,Female,18,85,4.3,72,70,71,1,No,Good
HIS1228,Male,17,89,5.0,73,89,75,0,Yes,Excellent
HIS1229,Male,22,98,7.6,100,97,82,0,No,Excellent
HIS1230,Male,19,50,2.0,30,44,45,2,No,At Risk
HIS1231,Female,20,64,1.9,43,43,44,2,Yes,At Risk
HIS1232,Male,20,64,4.7,70,61,58,0,No,Good
HIS1233,Female,21,57,2.5,50,49,54,2,No,Poor
HIS1234,Female,22,89,5.4,94,85,87,0,No,Excellent
HIS1235,Female,23,84,5.0,84,79,69,0,Yes,Excellent
HIS1236,Male,19,58,2.3,40,46,58,2,Yes,Poor
HIS1237,Male,21,76,4.2,71,67,65,2,Yes,Average
HIS1238,Female,20,40,1.3,42,45,50,3,No,At Risk
HIS1239,Male,22,87,6.0,94,91,87,0,No,Excellent
HIS1240,Male,20,86,5.0,88,90,65,0,Yes,Excellent
HIS1241,Female,23,95,6.5,93,87,81,0,Yes,Excellent
HIS1242,Male,22,82,4.5,84,75,66,1,No,Good
HIS1243,Male,21,89,6.6,86,91,87,0,No,Excellent
HIS1244,Female,18,95,7.4,87,91,95,0,No,Excellent
HIS1245,Male,21,91,6.8,94,85,98,0,Yes,Excellent
HIS1246,Male,19,54,1.2,30,38,43,4,No,At Risk
HIS1247,Female,22,45,1.3,50,39,38,3,No,At Risk
HIS1248,Male,18,53,3.0,45,55,40,2,No,Poor
HIS1249,Male,18,98,7.0,88,99,90,0,Yes,Excellent
HIS1250,Male,21,76,2.9,71,70,53,2,No,Average
HIS1251,Female,22,85,4.3,82,75,70,0,No,Excellent
HIS1252,Male,19,55,1.1,38,37,38,5,No,At Risk
HIS1253,Male,23,71,4.5,65,69,59,1,No,Good
HIS1254,Male,18,51,2.9,51,60,44,2,No,Poor
HIS1255,Male,23,69,4.5,55,65,63,1,No,Good
HIS1256,Female,17,89,5.7,73,72,72,0,No,Excellent
HIS1257,Female,19,65,1.5,59,58,52,1,Yes,Poor
HIS1258,Female,23,41,1.2,39,33,45,3,Yes,At Risk
HIS1259,Female,21,79,5.2,88,76,82,0,No,Excellent
HIS1260,Female,23,54,1.5,47,46,39,2,Yes,At Risk
HIS1261,Female,19,74,4.2,61,60,60,1,Yes,Average
HIS1262,Female,23,83,4.5,70,74,68,1,No,Good
HIS1263,Female,23,86,7.7,96,85,98,0,Yes,Excellent
HIS1264,Male,21,45,0.9,40,50,32,2,Yes,At Risk
HIS1265,Female,23,77,5.1,84,89,85,0,Yes,Excellent
HIS1266,Female,20,74,3.4,59,75,60,0,Yes,Good
HIS1267,Female,17,54,1.5,43,30,42,4,Yes,At Risk
HIS1268,Male,23,92,6.0,89,93,87,0,No,Excellent
HIS1269,Male,17,41,1.8,48,34,36,3,Yes,At Risk
HIS1270,Male,18,86,7.3,96,87,90,0,Yes,Excellent
HIS1271,Female,17,65,3.3,63,62,56,1,Yes,Average
HIS1272,Male,18,50,1.9,46,52,41,2,No,At Risk
HIS1273,Male,17,53,1.2,45,56,58,3,Yes,At Risk
HIS1274,Female,20,61,2.5,50,53,46,1,Yes,Poor
HIS1275,Male,19,76,2.3,69,55,50,1,No,Average
HIS1276,Female,20,69,4.5,68,75,59,0,Yes,Good
HIS1277,Male,18,93,7.2,95,86,84,0,Yes,Excellent
HIS1278,Female,23,34,0.7,45,31,31,3,No,At Risk
HIS1279,Male,17,88,4.3,86,74,88,0,No,Good
HIS1280,Male,19,56,1.6,60,51,48,3,No,At Risk
HIS1281,Male,17,100,5.1,89,98,81,0,Yes,Excellent
HIS1282,Female,18,67,2.3,57,58,65,1,No,Average
HIS1283,Female,21,55,1.5,39,45,45,4,Yes,At Risk
HIS1284,Male,22,100,6.5,91,89,87,0,Yes,Excellent
HIS1285,Female,19,97,5.8,88,92,87,0,Yes,Excellent
HIS1286,Male,22,58,2.5,44,50,53,2,Yes,Poor
HIS1287,Male,20,51,2.6,45,40,44,3,Yes,At Risk
HIS1288,Male,20,60,3.7,70,66,56,2,No,Average
HIS1289,Female,19,38,1.3,33,38,50,4,No,At Risk
HIS1290,Male,21,64,2.3,50,56,48,1,No,Poor
